Question ID,Response Code,Response Label
Q1317,4,4-6 days times per week
Q1317,5,Everyday
Q1318,1,Less than 500 mg
Q1318,2,500 - 599 mg
Q1318,3,600 -999 mg
Q1318,4,1000 - 1199 mg
Q1318,5,1200 mg or more
Q1318,6,Don't know
Q1319,1,No
Q1319,2,Yes
Q1319,3,Don't know
Q1320,1,No
Q1320,2,Yes
Q1320,3,Don't know
Q1321,1,No
Q1321,2,Yes
Q1321,3,Don't know
Q1323,1,Less than 1 day per month
Q1323,2,1-3 days per month
Q1323,3,1-3 days per week
Q1323,4,4-6 days per week
Q1323,5,Everyday
Q1325,1,Less than 1 day per month
Q1325,2,1-3 days per month
Q1325,3,1-3 days per week
Q1325,4,4-6 days per week
Q1325,5,Everyday
Q1327,1,Less than 1 day per month
Q1327,2,1-3 days per month
Q1327,3,1-3 days per week
Q1327,4,4-6 days per week
Q1327,5,Everyday
Q1328,1,Less than 400 mcg
Q1328,2,400 - 599 mcg
Q1328,3,600 - 799 mcg
Q1328,4,800 - 999 mcg
Q1328,5,"1,000 mcg or more"
Q1328,6,Don't know
Q1330,1,Less than 1 day per month
Q1330,2,1-3 days per month
Q1330,3,1-3 days per week
Q1330,4,4-6 days per week
Q1330,5,Everyday
Q1332,1,Less than 1 day per month
Q1332,2,1-3 days per month
Q1332,3,1-3 days per week
Q1332,4,4-6 days per week
Q1332,5,Everyday
Q1334,1,Less than 1 day per month
Q1334,2,1-3 days per month
Q1334,3,1-3 days per week
Q1334,4,4-6 days per week
Q1334,5,Everyday
Q1335,1,Less than 20 mg
Q1335,2,20 - 29 mg
Q1335,3,30 - 64 mg
Q1335,4,65 - 89 mg
Q1335,5,90 -149 mg
Q1335,6,150 mg or more
Q1335,7,Don't know
Q1337,1,Less than 1 day per month
Q1337,2,1-3 days per month
Q1337,3,1-3 days per week
Q1337,4,4-6 days per week
Q1337,5,Everyday
Q1338,1,Less than 250 mg
Q1338,2,250 - 399 mg
Q1338,3,400 - 999 mg
Q1338,4,500 mg or more
Q1338,5,Don't know
Q1340,1,Less than 1 day per month
Q1340,2,1-3 days per month
Q1340,3,1-3 days per week
Q1340,4,4-6 days per week
Q1340,5,Everyday
Q1342,1,Less than 1 day per month
Q1342,2,1-3 days per month
Q1342,3,1-3 days per week
Q1342,4,4-6 days per week
Q1342,5,Everyday
Q1343,1,Less than 300 mg
Q1343,2,300 - 499 mg
Q1343,3,500 - 999 mg
Q1343,4,"1,000 mg or more"
Q1343,5,Don't know
Q1345,1,Less than 1 day per month
Q1345,2,1-3 days per month
Q1345,3,1-3 days per week
Q1345,4,4-6 days times per week
Q1345,5,Everyday
Q1347,1,Less than 1 day per month
Q1347,2,1-3 days per month
Q1347,3,1-3 days per week
Q1347,4,4-6 days per week
Q1347,5,Everyday
Q1348,1,Less than 95 mg
Q1348,2,95 - 349 mg
Q1348,3,350 - 749 mg
Q1348,4,750 mg or more
Q1348,5,Don't know
Q1350,1,Less than 1 day per month
Q1350,2,1-3 days per month
Q1350,3,1-3 days per week
Q1350,4,4-6 days per week
Q1350,5,Everyday
Q1352,1,Less than 1 day per month
Q1352,2,1-3 days per month
Q1352,3,1-3 days per week
Q1352,4,4-6 days per week
Q1352,5,Everyday
Q1354,1,Less than 1 day per month
Q1354,2,1-3 days per month
Q1354,3,1-3 days per week
Q1354,4,4-6 days per week
Q1354,5,Everyday
Q1355,1,Less than 500 mg
Q1355,2,500 - 999 mg
Q1355,3,"1,000 - 1,499 mg"
Q1355,4,"1,500 mg or more"
Q1355,5,Don't know
Q1357,1,Less than 1 day per month
Q1357,2,1-3 days per month
Q1357,3,1-3 days per week
Q1357,4,4-6 days per week
Q1357,5,Everyday
Q1358,1,Less than 400 IU
Q1358,2,400 - 799 IU
Q1358,3,"800 - 1,999 IU"
Q1358,4,"2,000 - 4,999 IU"
Q1358,5,"5,000 IU or more"
Q1358,6,Don't know
Q1360,1,Less than 1 day per month
Q1360,2,1-3 days per month
Q1360,3,1-3 days per week
Q1360,4,4-6 days per week
Q1360,5,Everyday
Q1361,1,Less than 400 IU
Q1361,2,400 - 999 IU
Q1361,3,"1,000 IU or more"
Q1361,4,Don't know
Q1363,1,Less than 1 day per month
Q1363,2,1-3 days per month
Q1363,3,1-3 days per week
Q1363,4,4-6 days per week
Q1363,5,Everyday
Q1364,1,Less than 20 mg
Q1364,2,20 - 49 mg
Q1364,3,50 mg or more
Q1364,4,Don't know
Q1366,1,Cinnamon
Q1366,2,Cranberry
Q1366,3,Creatine
Q1366,4,Echinacea
Q1366,5,Fluoride
Q1366,6,Ginkgo
Q1366,7,Ginseng
Q1366,8,Lecithin
Q1366,9,Plant sterols
Q1366,10,Red yeast
Q1366,11,Thiamin
Q1366,12,Turmeric
Q1366,13,Vitamin A
